"TIME_PERIOD","GEO","AGE","SEX","OBS_STATUS","OBS_VALUE"
"2024-W10","CH","Y25T29","F","P","1"
"2024-W10","CH","Y30T34","T","P","4"
"2024-W10","CH","Y30T34","M","P","3"
"2024-W10","CH","Y30T34","F","P","1"
"2024-W10","CH","Y35T39","T","P","8"
"2024-W10","CH","Y35T39","M","P","5"
"2024-W10","CH","Y35T39","F","P","3"
"2024-W10","CH","Y40T44","T","P","7"
"2024-W10","CH","Y40T44","M","P","5"
"2024-W10","CH","Y40T44","F","P","2"
"2024-W10","CH","Y45T49","T","P","17"
"2024-W10","CH","Y45T49","M","P","14"
"2024-W10","CH","Y45T49","F","P","3"
"2024-W10","CH","Y50T54","T","P","21"
"2024-W10","CH","Y50T54","M","P","13"
"2024-W10","CH","Y50T54","F","P","8"
"2024-W10","CH","Y55T59","T","P","36"
"2024-W10","CH","Y55T59","M","P","24"
"2024-W10","CH","Y55T59","F","P","12"
"2024-W10","CH","Y60T64","T","P","44"
"2024-W10","CH","Y60T64","M","P","27"
"2024-W10","CH","Y60T64","F","P","17"
"2024-W10","CH","Y65T69","T","P","77"
"2024-W10","CH","Y65T69","M","P","48"
"2024-W10","CH","Y65T69","F","P","29"
"2024-W10","CH","Y70T74","T","P","108"
"2024-W10","CH","Y70T74","M","P","69"
"2024-W10","CH","Y70T74","F","P","39"
"2024-W10","CH","Y75T79","T","P","166"
"2024-W10","CH","Y75T79","M","P","101"
"2024-W10","CH","Y75T79","F","P","65"
"2024-W10","CH","Y80T84","T","P","204"
"2024-W10","CH","Y80T84","M","P","105"
"2024-W10","CH","Y80T84","F","P","99"
"2024-W10","CH","Y85T89","T","P","250"
"2024-W10","CH","Y85T89","M","P","115"
"2024-W10","CH","Y85T89","F","P","135"
"2024-W10","CH","Y_GE90","T","P","459"
"2024-W10","CH","Y_GE90","M","P","172"
"2024-W10","CH","Y_GE90","F","P","287"
"2024-W10","CH01","_T","T","P","241"
"2024-W10","CH01","_T","M","P","131"
"2024-W10","CH01","_T","F","P","110"
"2024-W10","CH01","Y0T4","T","P","2"
"2024-W10","CH01","Y0T4","M","P","1"
"2024-W10","CH01","Y0T4","F","P","1"
"2024-W10","CH01","Y5T9","T","P","0"
"2024-W10","CH01","Y5T9","M","P","0"
"2024-W10","CH01","Y5T9","F","P","0"
"2024-W10","CH01","Y10T14","T","P","0"
"2024-W10","CH01","Y10T14","M","P","0"
"2024-W10","CH01","Y10T14","F","P","0"
"2024-W10","CH01","Y15T19","T","P","1"
"2024-W10","CH01","Y15T19","M","P","1"
"2024-W10","CH01","Y15T19","F","P","0"
"2024-W10","CH01","Y20T24","T","P","1"
"2024-W10","CH01","Y20T24","M","P","1"
"2024-W10","CH01","Y20T24","F","P","0"
"2024-W10","CH01","Y25T29","T","P","2"
"2024-W10","CH01","Y25T29","M","P","1"
"2024-W10","CH01","Y25T29","F","P","1"
"2024-W10","CH01","Y30T34","T","P","2"
"2024-W10","CH01","Y30T34","M","P","1"
"2024-W10","CH01","Y30T34","F","P","1"
"2024-W10","CH01","Y35T39","T","P","2"
"2024-W10","CH01","Y35T39","M","P","1"
"2024-W10","CH01","Y35T39","F","P","1"
"2024-W10","CH01","Y40T44","T","P","0"
"2024-W10","CH01","Y40T44","M","P","0"
"2024-W10","CH01","Y40T44","F","P","0"
"2024-W10","CH01","Y45T49","T","P","7"
"2024-W10","CH01","Y45T49","M","P","7"
"2024-W10","CH01","Y45T49","F","P","0"
"2024-W10","CH01","Y50T54","T","P","7"
"2024-W10","CH01","Y50T54","M","P","5"
"2024-W10","CH01","Y50T54","F","P","2"
"2024-W10","CH01","Y55T59","T","P","6"
"2024-W10","CH01","Y55T59","M","P","6"
"2024-W10","CH01","Y55T59","F","P","0"
"2024-W10","CH01","Y60T64","T","P","9"
"2024-W10","CH01","Y60T64","M","P","5"
"2024-W10","CH01","Y60T64","F","P","4"
"2024-W10","CH01","Y65T69","T","P","12"
"2024-W10","CH01","Y65T69","M","P","8"
"2024-W10","CH01","Y65T69","F","P","4"
"2024-W10","CH01","Y70T74","T","P","17"
"2024-W10","CH01","Y70T74","M","P","11"
"2024-W10","CH01","Y70T74","F","P","6"
"2024-W10","CH01","Y75T79","T","P","23"
"2024-W10","CH01","Y75T79","M","P","12"
"2024-W10","CH01","Y75T79","F","P","11"
"2024-W10","CH01","Y80T84","T","P","40"
"2024-W10","CH01","Y80T84","M","P","22"
"2024-W10","CH01","Y80T84","F","P","18"
"2024-W10","CH01","Y85T89","T","P","35"
"2024-W10","CH01","Y85T89","M","P","12"
"2024-W10","CH01","Y85T89","F","P","23"
"2024-W10","CH01","Y_GE90","T","P","75"
"2024-W10","CH01","Y_GE90","M","P","37"
"2024-W10","CH01","Y_GE90","F","P","38"
"2024-W10","CH02","_T","T","P","353"
"2024-W10","CH02","_T","M","P","186"
"2024-W10","CH02","_T","F","P","167"
"2024-W10","CH02","Y0T4","T","P","3"
"2024-W10","CH02","Y0T4","M","P","0"
"2024-W10","CH02","Y0T4","F","P","3"
"2024-W10","CH02","Y5T9","T","P","0"
"2024-W10","CH02","Y5T9","M","P","0"
"2024-W10","CH02","Y5T9","F","P","0"
"2024-W10","CH02","Y10T14","T","P","0"
"2024-W10","CH02","Y10T14","M","P","0"
"2024-W10","CH02","Y10T14","F","P","0"
"2024-W10","CH02","Y15T19","T","P","0"
"2024-W10","CH02","Y15T19","M","P","0"
"2024-W10","CH02","Y15T19","F","P","0"
"2024-W10","CH02","Y20T24","T","P","2"
"2024-W10","CH02","Y20T24","M","P","2"
"2024-W10","CH02","Y20T24","F","P","0"
"2024-W10","CH02","Y25T29","T","P","2"
"2024-W10","CH02","Y25T29","M","P","2"
"2024-W10","CH02","Y25T29","F","P","0"
"2024-W10","CH02","Y30T34","T","P","0"
"2024-W10","CH02","Y30T34","M","P","0"
"2024-W10","CH02","Y30T34","F","P","0"
"2024-W10","CH02","Y35T39","T","P","1"
"2024-W10","CH02","Y35T39","M","P","0"
"2024-W10","CH02","Y35T39","F","P","1"
"2024-W10","CH02","Y40T44","T","P","2"
"2024-W10","CH02","Y40T44","M","P","2"
"2024-W10","CH02","Y40T44","F","P","0"
"2024-W10","CH02","Y45T49","T","P","4"
"2024-W10","CH02","Y45T49","M","P","4"
"2024-W10","CH02","Y45T49","F","P","0"
"2024-W10","CH02","Y50T54","T","P","5"
"2024-W10","CH02","Y50T54","M","P","2"
"2024-W10","CH02","Y50T54","F","P","3"
"2024-W10","CH02","Y55T59","T","P","8"
"2024-W10","CH02","Y55T59","M","P","6"
"2024-W10","CH02","Y55T59","F","P","2"
"2024-W10","CH02","Y60T64","T","P","9"
"2024-W10","CH02","Y60T64","M","P","5"
"2024-W10","CH02","Y60T64","F","P","4"
"2024-W10","CH02","Y65T69","T","P","25"
"2024-W10","CH02","Y65T69","M","P","16"
"2024-W10","CH02","Y65T69","F","P","9"
"2024-W10","CH02","Y70T74","T","P","20"
"2024-W10","CH02","Y70T74","M","P","14"
"2024-W10","CH02","Y70T74","F","P","6"
"2024-W10","CH02","Y75T79","T","P","44"
"2024-W10","CH02","Y75T79","M","P","26"
"2024-W10","CH02","Y75T79","F","P","18"
"2024-W10","CH02","Y80T84","T","P","49"
"2024-W10","CH02","Y80T84","M","P","27"
"2024-W10","CH02","Y80T84","F","P","22"
"2024-W10","CH02","Y85T89","T","P","68"
"2024-W10","CH02","Y85T89","M","P","39"
"2024-W10","CH02","Y85T89","F","P","29"
"2024-W10","CH02","Y_GE90","T","P","111"
"2024-W10","CH02","Y_GE90","M","P","41"
"2024-W10","CH02","Y_GE90","F","P","70"
"2024-W10","CH03","_T","T","P","211"
"2024-W10","CH03","_T","M","P","97"
"2024-W10","CH03","_T","F","P","114"
"2024-W10","CH03","Y0T4","T","P","1"
"2024-W10","CH03","Y0T4","M","P","1"
"2024-W10","CH03","Y0T4","F","P","0"
"2024-W10","CH03","Y5T9","T","P","1"
"2024-W10","CH03","Y5T9","M","P","0"
"2024-W10","CH03","Y5T9","F","P","1"
"2024-W10","CH03","Y10T14","T","P","1"
"2024-W10","CH03","Y10T14","M","P","0"
"2024-W10","CH03","Y10T14","F","P","1"
"2024-W10","CH03","Y15T19","T","P","0"
"2024-W10","CH03","Y15T19","M","P","0"
"2024-W10","CH03","Y15T19","F","P","0"
"2024-W10","CH03","Y20T24","T","P","1"
"2024-W10","CH03","Y20T24","M","P","1"
"2024-W10","CH03","Y20T24","F","P","0"
"2024-W10","CH03","Y25T29","T","P","0"
"2024-W10","CH03","Y25T29","M","P","0"
"2024-W10","CH03","Y25T29","F","P","0"
"2024-W10","CH03","Y30T34","T","P","0"
"2024-W10","CH03","Y30T34","M","P","0"
"2024-W10","CH03","Y30T34","F","P","0"
"2024-W10","CH03","Y35T39","T","P","2"
"2024-W10","CH03","Y35T39","M","P","1"
"2024-W10","CH03","Y35T39","F","P","1"
"2024-W10","CH03","Y40T44","T","P","1"
"2024-W10","CH03","Y40T44","M","P","0"
"2024-W10","CH03","Y40T44","F","P","1"
"2024-W10","CH03","Y45T49","T","P","3"
"2024-W10","CH03","Y45T49","M","P","1"
"2024-W10","CH03","Y45T49","F","P","2"
"2024-W10","CH03","Y50T54","T","P","1"
"2024-W10","CH03","Y50T54","M","P","1"
"2024-W10","CH03","Y50T54","F","P","0"
"2024-W10","CH03","Y55T59","T","P","7"
"2024-W10","CH03","Y55T59","M","P","3"
"2024-W10","CH03","Y55T59","F","P","4"
"2024-W10","CH03","Y60T64","T","P","3"
"2024-W10","CH03","Y60T64","M","P","2"
"2024-W10","CH03","Y60T64","F","P","1"
"2024-W10","CH03","Y65T69","T","P","15"
"2024-W10","CH03","Y65T69","M","P","8"
"2024-W10","CH03","Y65T69","F","P","7"
"2024-W10","CH03","Y70T74","T","P","16"
"2024-W10","CH03","Y70T74","M","P","8"
"2024-W10","CH03","Y70T74","F","P","8"
"2024-W10","CH03","Y75T79","T","P","24"
"2024-W10","CH03","Y75T79","M","P","16"
"2024-W10","CH03","Y75T79","F","P","8"
"2024-W10","CH03","Y80T84","T","P","26"
"2024-W10","CH03","Y80T84","M","P","13"
"2024-W10","CH03","Y80T84","F","P","13"
"2024-W10","CH03","Y85T89","T","P","28"
"2024-W10","CH03","Y85T89","M","P","13"
"2024-W10","CH03","Y85T89","F","P","15"
"2024-W10","CH03","Y_GE90","T","P","81"
"2024-W10","CH03","Y_GE90","M","P","29"
"2024-W10","CH03","Y_GE90","F","P","52"
"2024-W10","CH04","_T","T","P","229"
"2024-W10","CH04","_T","M","P","98"
"2024-W10","CH04","_T","F","P","131"
"2024-W10","CH04","Y0T4","T","P","2"
"2024-W10","CH04","Y0T4","M","P","0"
"2024-W10","CH04","Y0T4","F","P","2"
"2024-W10","CH04","Y5T9","T","P","0"
"2024-W10","CH04","Y5T9","M","P","0"
"2024-W10","CH04","Y5T9","F","P","0"
"2024-W10","CH04","Y10T14","T","P","0"
"2024-W10","CH04","Y10T14","M","P","0"
"2024-W10","CH04","Y10T14","F","P","0"
"2024-W10","CH04","Y15T19","T","P","0"
"2024-W10","CH04","Y15T19","M","P","0"
"2024-W10","CH04","Y15T19","F","P","0"
"2024-W10","CH04","Y20T24","T","P","1"
"2024-W10","CH04","Y20T24","M","P","0"
"2024-W10","CH04","Y20T24","F","P","1"
"2024-W10","CH04","Y25T29","T","P","1"
"2024-W10","CH04","Y25T29","M","P","1"
"2024-W10","CH04","Y25T29","F","P","0"
"2024-W10","CH04","Y30T34","T","P","1"
"2024-W10","CH04","Y30T34","M","P","1"
"2024-W10","CH04","Y30T34","F","P","0"
"2024-W10","CH04","Y35T39","T","P","1"
"2024-W10","CH04","Y35T39","M","P","1"
"2024-W10","CH04","Y35T39","F","P","0"
"2024-W10","CH04","Y40T44","T","P","3"
"2024-W10","CH04","Y40T44","M","P","2"
"2024-W10","CH04","Y40T44","F","P","1"
"2024-W10","CH04","Y45T49","T","P","0"
"2024-W10","CH04","Y45T49","M","P","0"
"2024-W10","CH04","Y45T49","F","P","0"
"2024-W10","CH04","Y50T54","T","P","3"
"2024-W10","CH04","Y50T54","M","P","2"
"2024-W10","CH04","Y50T54","F","P","1"
"2024-W10","CH04","Y55T59","T","P","5"
"2024-W10","CH04","Y55T59","M","P","1"
"2024-W10","CH04","Y55T59","F","P","4"
"2024-W10","CH04","Y60T64","T","P","9"
"2024-W10","CH04","Y60T64","M","P","4"
"2024-W10","CH04","Y60T64","F","P","5"
"2024-W10","CH04","Y65T69","T","P","9"
"2024-W10","CH04","Y65T69","M","P","5"
"2024-W10","CH04","Y65T69","F","P","4"
"2024-W10","CH04","Y70T74","T","P","20"
"2024-W10","CH04","Y70T74","M","P","12"
"2024-W10","CH04","Y70T74","F","P","8"
"2024-W10","CH04","Y75T79","T","P","21"
"2024-W10","CH04","Y75T79","M","P","13"
"2024-W10","CH04","Y75T79","F","P","8"
"2024-W10","CH04","Y80T84","T","P","31"
"2024-W10","CH04","Y80T84","M","P","9"
"2024-W10","CH04","Y80T84","F","P","22"
"2024-W10","CH04","Y85T89","T","P","45"
"2024-W10","CH04","Y85T89","M","P","17"
"2024-W10","CH04","Y85T89","F","P","28"
"2024-W10","CH04","Y_GE90","T","P","77"
"2024-W10","CH04","Y_GE90","M","P","30"
"2024-W10","CH04","Y_GE90","F","P","47"
"2024-W10","CH05","_T","T","P","204"
"2024-W10","CH05","_T","M","P","110"
"2024-W10","CH05","_T","F","P","94"
"2024-W10","CH05","Y0T4","T","P","1"
"2024-W10","CH05","Y0T4","M","P","0"
"2024-W10","CH05","Y0T4","F","P","1"
"2024-W10","CH05","Y5T9","T","P","0"
"2024-W10","CH05","Y5T9","M","P","0"
"2024-W10","CH05","Y5T9","F","P","0"
"2024-W10","CH05","Y10T14","T","P","0"
"2024-W10","CH05","Y10T14","M","P","0"
"2024-W10","CH05","Y10T14","F","P","0"
"2024-W10","CH05","Y15T19","T","P","0"
"2024-W10","CH05","Y15T19","M","P","0"
"2024-W10","CH05","Y15T19","F","P","0"
"2024-W10","CH05","Y20T24","T","P","0"
"2024-W10","CH05","Y20T24","M","P","0"
"2024-W10","CH05","Y20T24","F","P","0"
"2024-W10","CH05","Y25T29","T","P","1"
"2024-W10","CH05","Y25T29","M","P","1"
"2024-W10","CH05","Y25T29","F","P","0"
"2024-W10","CH05","Y30T34","T","P","1"
"2024-W10","CH05","Y30T34","M","P","1"
"2024-W10","CH05","Y30T34","F","P","0"
"2024-W10","CH05","Y35T39","T","P","1"
"2024-W10","CH05","Y35T39","M","P","1"
"2024-W10","CH05","Y35T39","F","P","0"
"2024-W10","CH05","Y40T44","T","P","1"
"2024-W10","CH05","Y40T44","M","P","1"
"2024-W10","CH05","Y40T44","F","P","0"
"2024-W10","CH05","Y45T49","T","P","3"
"2024-W10","CH05","Y45T49","M","P","2"
"2024-W10","CH05","Y45T49","F","P","1"
"2024-W10","CH05","Y50T54","T","P","4"
"2024-W10","CH05","Y50T54","M","P","2"
"2024-W10","CH05","Y50T54","F","P","2"
"2024-W10","CH05","Y55T59","T","P","8"
"2024-W10","CH05","Y55T59","M","P","6"
"2024-W10","CH05","Y55T59","F","P","2"
"2024-W10","CH05","Y60T64","T","P","4"
"2024-W10","CH05","Y60T64","M","P","3"
"2024-W10","CH05","Y60T64","F","P","1"
"2024-W10","CH05","Y65T69","T","P","8"
"2024-W10","CH05","Y65T69","M","P","7"
"2024-W10","CH05","Y65T69","F","P","1"
"2024-W10","CH05","Y70T74","T","P","22"
"2024-W10","CH05","Y70T74","M","P","16"
"2024-W10","CH05","Y70T74","F","P","6"
"2024-W10","CH05","Y75T79","T","P","24"
"2024-W10","CH05","Y75T79","M","P","14"
"2024-W10","CH05","Y75T79","F","P","10"
"2024-W10","CH05","Y80T84","T","P","35"
"2024-W10","CH05","Y80T84","M","P","21"
"2024-W10","CH05","Y80T84","F","P","14"
"2024-W10","CH05","Y85T89","T","P","33"
"2024-W10","CH05","Y85T89","M","P","15"
"2024-W10","CH05","Y85T89","F","P","18"
"2024-W10","CH05","Y_GE90","T","P","58"
"2024-W10","CH05","Y_GE90","M","P","20"
"2024-W10","CH05","Y_GE90","F","P","38"
"2024-W10","CH06","_T","T","P","124"
"2024-W10","CH06","_T","M","P","63"
"2024-W10","CH06","_T","F","P","61"
"2024-W10","CH06","Y0T4","T","P","0"
"2024-W10","CH06","Y0T4","M","P","0"
"2024-W10","CH06","Y0T4","F","P","0"
"2024-W10","CH06","Y5T9","T","P","2"
"2024-W10","CH06","Y5T9","M","P","2"
"2024-W10","CH06","Y5T9","F","P","0"
"2024-W10","CH06","Y10T14","T","P","0"
"2024-W10","CH06","Y10T14","M","P","0"
"2024-W10","CH06","Y10T14","F","P","0"
"2024-W10","CH06","Y15T19","T","P","0"
"2024-W10","CH06","Y15T19","M","P","0"
"2024-W10","CH06","Y15T19","F","P","0"
"2024-W10","CH06","Y20T24","T","P","0"
"2024-W10","CH06","Y20T24","M","P","0"
"2024-W10","CH06","Y20T24","F","P","0"
"2024-W10","CH06","Y25T29","T","P","0"
"2024-W10","CH06","Y25T29","M","P","0"
"2024-W10","CH06","Y25T29","F","P","0"
"2024-W10","CH06","Y30T34","T","P","0"
"2024-W10","CH06","Y30T34","M","P","0"
"2024-W10","CH06","Y30T34","F","P","0"
"2024-W10","CH06","Y35T39","T","P","1"
"2024-W10","CH06","Y35T39","M","P","1"
"2024-W10","CH06","Y35T39","F","P","0"
"2024-W10","CH06","Y40T44","T","P","0"
"2024-W10","CH06","Y40T44","M","P","0"
"2024-W10","CH06","Y40T44","F","P","0"
"2024-W10","CH06","Y45T49","T","P","0"
"2024-W10","CH06","Y45T49","M","P","0"
"2024-W10","CH06","Y45T49","F","P","0"
"2024-W10","CH06","Y50T54","T","P","1"
"2024-W10","CH06","Y50T54","M","P","1"
"2024-W10","CH06","Y50T54","F","P","0"
"2024-W10","CH06","Y55T59","T","P","1"
"2024-W10","CH06","Y55T59","M","P","1"
"2024-W10","CH06","Y55T59","F","P","0"
"2024-W10","CH06","Y60T64","T","P","8"
"2024-W10","CH06","Y60T64","M","P","6"
"2024-W10","CH06","Y60T64","F","P","2"
"2024-W10","CH06","Y65T69","T","P","7"
"2024-W10","CH06","Y65T69","M","P","4"
"2024-W10","CH06","Y65T69","F","P","3"
"2024-W10","CH06","Y70T74","T","P","7"
"2024-W10","CH06","Y70T74","M","P","3"
"2024-W10","CH06","Y70T74","F","P","4"
"2024-W10","CH06","Y75T79","T","P","19"
"2024-W10","CH06","Y75T79","M","P","13"
"2024-W10","CH06","Y75T79","F","P","6"
"2024-W10","CH06","Y80T84","T","P","15"
"2024-W10","CH06","Y80T84","M","P","9"
"2024-W10","CH06","Y80T84","F","P","6"
"2024-W10","CH06","Y85T89","T","P","26"
"2024-W10","CH06","Y85T89","M","P","12"
"2024-W10","CH06","Y85T89","F","P","14"
"2024-W10","CH06","Y_GE90","T","P","37"
"2024-W10","CH06","Y_GE90","M","P","11"
"2024-W10","CH06","Y_GE90","F","P","26"
"2024-W10","CH07","_T","T","P","64"
"2024-W10","CH07","_T","M","P","30"
"2024-W10","CH07","_T","F","P","34"
"2024-W10","CH07","Y0T4","T","P","0"
"2024-W10","CH07","Y0T4","M","P","0"
"2024-W10","CH07","Y0T4","F","P","0"
"2024-W10","CH07","Y5T9","T","P","0"
"2024-W10","CH07","Y5T9","M","P","0"
"2024-W10","CH07","Y5T9","F","P","0"
"2024-W10","CH07","Y10T14","T","P","0"
"2024-W10","CH07","Y10T14","M","P","0"
"2024-W10","CH07","Y10T14","F","P","0"
"2024-W10","CH07","Y15T19","T","P","0"
"2024-W10","CH07","Y15T19","M","P","0"
"2024-W10","CH07","Y15T19","F","P","0"
"2024-W10","CH07","Y20T24","T","P","0"
"2024-W10","CH07","Y20T24","M","P","0"
"2024-W10","CH07","Y20T24","F","P","0"
"2024-W10","CH07","Y25T29","T","P","0"
"2024-W10","CH07","Y25T29","M","P","0"
"2024-W10","CH07","Y25T29","F","P","0"
"2024-W10","CH07","Y30T34","T","P","0"
"2024-W10","CH07","Y30T34","M","P","0"
"2024-W10","CH07","Y30T34","F","P","0"
"2024-W10","CH07","Y35T39","T","P","0"
"2024-W10","CH07","Y35T39","M","P","0"
"2024-W10","CH07","Y35T39","F","P","0"
"2024-W10","CH07","Y40T44","T","P","0"
"2024-W10","CH07","Y40T44","M","P","0"
"2024-W10","CH07","Y40T44","F","P","0"
"2024-W10","CH07","Y45T49","T","P","0"
"2024-W10","CH07","Y45T49","M","P","0"
"2024-W10","CH07","Y45T49","F","P","0"
"2024-W10","CH07","Y50T54","T","P","0"
"2024-W10","CH07","Y50T54","M","P","0"
"2024-W10","CH07","Y50T54","F","P","0"
"2024-W10","CH07","Y55T59","T","P","1"
"2024-W10","CH07","Y55T59","M","P","1"
"2024-W10","CH07","Y55T59","F","P","0"
"2024-W10","CH07","Y60T64","T","P","2"
"2024-W10","CH07","Y60T64","M","P","2"
"2024-W10","CH07","Y60T64","F","P","0"
"2024-W10","CH07","Y65T69","T","P","1"
"2024-W10","CH07","Y65T69","M","P","0"
"2024-W10","CH07","Y65T69","F","P","1"
"2024-W10","CH07","Y70T74","T","P","6"
"2024-W10","CH07","Y70T74","M","P","5"
"2024-W10","CH07","Y70T74","F","P","1"
"2024-W10","CH07","Y75T79","T","P","11"
"2024-W10","CH07","Y75T79","M","P","7"
"2024-W10","CH07","Y75T79","F","P","4"
"2024-W10","CH07","Y80T84","T","P","8"
"2024-W10","CH07","Y80T84","M","P","4"
"2024-W10","CH07","Y80T84","F","P","4"
"2024-W10","CH07","Y85T89","T","P","15"
"2024-W10","CH07","Y85T89","M","P","7"
"2024-W10","CH07","Y85T89","F","P","8"
"2024-W10","CH07","Y_GE90","T","P","20"
"2024-W10","CH07","Y_GE90","M","P","4"
"2024-W10","CH07","Y_GE90","F","P","16"
"2024-W11","CH","_T","T","P","1438"
"2024-W11","CH","_T","M","P","704"
"2024-W11","CH","_T","F","P","734"
"2024-W11","CH","Y0T4","T","P","6"
"2024-W11","CH","Y0T4","M","P","5"
"2024-W11","CH","Y0T4","F","P","1"
"2024-W11","CH","Y5T9","T","P","1"
"2024-W11","CH","Y5T9","M","P","1"
"2024-W11","CH","Y5T9","F","P","0"
"2024-W11","CH","Y10T14","T","P","1"
"2024-W11","CH","Y10T14","M","P","0"
"2024-W11","CH","Y10T14","F","P","1"
"2024-W11","CH","Y15T19","T","P","0"
"2024-W11","CH","Y15T19","M","P","0"
"2024-W11","CH","Y15T19","F","P","0"
"2024-W11","CH","Y20T24","T","P","4"
"2024-W11","CH","Y20T24","M","P","3"
"2024-W11","CH","Y20T24","F","P","1"
"2024-W11","CH","Y25T29","T","P","3"
"2024-W11","CH","Y25T29","M","P","3"
"2024-W11","CH","Y25T29","F","P","0"
"2024-W11","CH","Y30T34","T","P","3"
"2024-W11","CH","Y30T34","M","P","2"
"2024-W11","CH","Y30T34","F","P","1"
"2024-W11","CH","Y35T39","T","P","7"
"2024-W11","CH","Y35T39","M","P","2"
"2024-W11","CH","Y35T39","F","P","5"
"2024-W11","CH","Y40T44","T","P","12"
"2024-W11","CH","Y40T44","M","P","7"
"2024-W11","CH","Y40T44","F","P","5"
"2024-W11","CH","Y45T49","T","P","7"
"2024-W11","CH","Y45T49","M","P","3"
"2024-W11","CH","Y45T49","F","P","4"
"2024-W11","CH","Y50T54","T","P","21"
"2024-W11","CH","Y50T54","M","P","14"
"2024-W11","CH","Y50T54","F","P","7"
"2024-W11","CH","Y55T59","T","P","29"
"2024-W11","CH","Y55T59","M","P","21"
"2024-W11","CH","Y55T59","F","P","8"
"2024-W11","CH","Y60T64","T","P","60"
"2024-W11","CH","Y60T64","M","P","35"
"2024-W11","CH","Y60T64","F","P","25"
"2024-W11","CH","Y65T69","T","P","86"
"2024-W11","CH","Y65T69","M","P","54"
"2024-W11","CH","Y65T69","F","P","32"
"2024-W11","CH","Y70T74","T","P","109"
"2024-W11","CH","Y70T74","M","P","67"
"2024-W11","CH","Y70T74","F","P","42"
"2024-W11","CH","Y75T79","T","P","165"
"2024-W11","CH","Y75T79","M","P","93"
"2024-W11","CH","Y75T79","F","P","72"
"2024-W11","CH","Y80T84","T","P","209"
"2024-W11","CH","Y80T84","M","P","121"
"2024-W11","CH","Y80T84","F","P","88"
"2024-W11","CH","Y85T89","T","P","282"
"2024-W11","CH","Y85T89","M","P","129"
"2024-W11","CH","Y85T89","F","P","153"
"2024-W11","CH","Y_GE90","T","P","433"
"2024-W11","CH","Y_GE90","M","P","144"
"2024-W11","CH","Y_GE90","F","P","289"
"2024-W11","CH01","_T","T","P","254"
"2024-W11","CH01","_T","M","P","125"
"2024-W11","CH01","_T","F","P","129"
"2024-W11","CH01","Y0T4","T","P","2"
"2024-W11","CH01","Y0T4","M","P","1"
"2024-W11","CH01","Y0T4","F","P","1"
"2024-W11","CH01","Y5T9","T","P","1"
"2024-W11","CH01","Y5T9","M","P","1"
"2024-W11","CH01","Y5T9","F","P","0"
"2024-W11","CH01","Y10T14","T","P","0"
"2024-W11","CH01","Y10T14","M","P","0"
"2024-W11","CH01","Y10T14","F","P","0"
"2024-W11","CH01","Y15T19","T","P","0"
"2024-W11","CH01","Y15T19","M","P","0"
"2024-W11","CH01","Y15T19","F","P","0"
"2024-W11","CH01","Y20T24","T","P","0"
"2024-W11","CH01","Y20T24","M","P","0"
"2024-W11","CH01","Y20T24","F","P","0"
"2024-W11","CH01","Y25T29","T","P","1"
"2024-W11","CH01","Y25T29","M","P","1"
"2024-W11","CH01","Y25T29","F","P","0"
"2024-W11","CH01","Y30T34","T","P","1"
"2024-W11","CH01","Y30T34","M","P","1"
"2024-W11","CH01","Y30T34","F","P","0"
"2024-W11","CH01","Y35T39","T","P","1"
"2024-W11","CH01","Y35T39","M","P","0"
"2024-W11","CH01","Y35T39","F","P","1"
"2024-W11","CH01","Y40T44","T","P","3"
"2024-W11","CH01","Y40T44","M","P","0"
"2024-W11","CH01","Y40T44","F","P","3"
"2024-W11","CH01","Y45T49","T","P","4"
"2024-W11","CH01","Y45T49","M","P","2"
"2024-W11","CH01","Y45T49","F","P","2"
"2024-W11","CH01","Y50T54","T","P","4"
"2024-W11","CH01","Y50T54","M","P","2"
"2024-W11","CH01","Y50T54","F","P","2"
"2024-W11","CH01","Y55T59","T","P","2"
"2024-W11","CH01","Y55T59","M","P","2"
"2024-W11","CH01","Y55T59","F","P","0"
"2024-W11","CH01","Y60T64","T","P","10"
"2024-W11","CH01","Y60T64","M","P","8"
"2024-W11","CH01","Y60T64","F","P","2"
"2024-W11","CH01","Y65T69","T","P","20"
"2024-W11","CH01","Y65T69","M","P","13"
"2024-W11","CH01","Y65T69","F","P","7"
"2024-W11","CH01","Y70T74","T","P","25"
"2024-W11","CH01","Y70T74","M","P","12"
"2024-W11","CH01","Y70T74","F","P","13"
"2024-W11","CH01","Y75T79","T","P","27"
"2024-W11","CH01","Y75T79","M","P","11"
"2024-W11","CH01","Y75T79","F","P","16"
"2024-W11","CH01","Y80T84","T","P","33"
"2024-W11","CH01","Y80T84","M","P","20"
"2024-W11","CH01","Y80T84","F","P","13"
"2024-W11","CH01","Y85T89","T","P","51"
"2024-W11","CH01","Y85T89","M","P","24"
"2024-W11","CH01","Y85T89","F","P","27"
"2024-W11","CH01","Y_GE90","T","P","69"
"2024-W11","CH01","Y_GE90","M","P","27"
"2024-W11","CH01","Y_GE90","F","P","42"
"2024-W11","CH02","_T","T","P","368"
"2024-W11","CH02","_T","M","P","177"
"2024-W11","CH02","_T","F","P","191"
"2024-W11","CH02","Y0T4","T","P","4"
"2024-W11","CH02","Y0T4","M","P","4"
"2024-W11","CH02","Y0T4","F","P","0"
"2024-W11","CH02","Y5T9","T","P","0"
"2024-W11","CH02","Y5T9","M","P","0"
