"TIME_PERIOD","GEO","AGE","SEX","OBS_STATUS","OBS_VALUE"
"2024-W52","CH05","Y65T69","M","P","10"
"2024-W52","CH05","Y65T69","F","P","2"
"2024-W52","CH05","Y70T74","T","P","15"
"2024-W52","CH05","Y70T74","M","P","9"
"2024-W52","CH05","Y70T74","F","P","6"
"2024-W52","CH05","Y75T79","T","P","24"
"2024-W52","CH05","Y75T79","M","P","12"
"2024-W52","CH05","Y75T79","F","P","12"
"2024-W52","CH05","Y80T84","T","P","26"
"2024-W52","CH05","Y80T84","M","P","15"
"2024-W52","CH05","Y80T84","F","P","11"
"2024-W52","CH05","Y85T89","T","P","57"
"2024-W52","CH05","Y85T89","M","P","19"
"2024-W52","CH05","Y85T89","F","P","38"
"2024-W52","CH05","Y_GE90","T","P","49"
"2024-W52","CH05","Y_GE90","M","P","18"
"2024-W52","CH05","Y_GE90","F","P","31"
"2024-W52","CH06","_T","T","P","146"
"2024-W52","CH06","_T","M","P","77"
"2024-W52","CH06","_T","F","P","69"
"2024-W52","CH06","Y0T4","T","P","1"
"2024-W52","CH06","Y0T4","M","P","1"
"2024-W52","CH06","Y0T4","F","P","0"
"2024-W52","CH06","Y5T9","T","P","0"
"2024-W52","CH06","Y5T9","M","P","0"
"2024-W52","CH06","Y5T9","F","P","0"
"2024-W52","CH06","Y10T14","T","P","0"
"2024-W52","CH06","Y10T14","M","P","0"
"2024-W52","CH06","Y10T14","F","P","0"
"2024-W52","CH06","Y15T19","T","P","0"
"2024-W52","CH06","Y15T19","M","P","0"
"2024-W52","CH06","Y15T19","F","P","0"
"2024-W52","CH06","Y20T24","T","P","0"
"2024-W52","CH06","Y20T24","M","P","0"
"2024-W52","CH06","Y20T24","F","P","0"
"2024-W52","CH06","Y25T29","T","P","0"
"2024-W52","CH06","Y25T29","M","P","0"
"2024-W52","CH06","Y25T29","F","P","0"
"2024-W52","CH06","Y30T34","T","P","0"
"2024-W52","CH06","Y30T34","M","P","0"
"2024-W52","CH06","Y30T34","F","P","0"
"2024-W52","CH06","Y35T39","T","P","1"
"2024-W52","CH06","Y35T39","M","P","1"
"2024-W52","CH06","Y35T39","F","P","0"
"2024-W52","CH06","Y40T44","T","P","1"
"2024-W52","CH06","Y40T44","M","P","1"
"2024-W52","CH06","Y40T44","F","P","0"
"2024-W52","CH06","Y45T49","T","P","2"
"2024-W52","CH06","Y45T49","M","P","2"
"2024-W52","CH06","Y45T49","F","P","0"
"2024-W52","CH06","Y50T54","T","P","2"
"2024-W52","CH06","Y50T54","M","P","2"
"2024-W52","CH06","Y50T54","F","P","0"
"2024-W52","CH06","Y55T59","T","P","8"
"2024-W52","CH06","Y55T59","M","P","4"
"2024-W52","CH06","Y55T59","F","P","4"
"2024-W52","CH06","Y60T64","T","P","10"
"2024-W52","CH06","Y60T64","M","P","6"
"2024-W52","CH06","Y60T64","F","P","4"
"2024-W52","CH06","Y65T69","T","P","4"
"2024-W52","CH06","Y65T69","M","P","3"
"2024-W52","CH06","Y65T69","F","P","1"
"2024-W52","CH06","Y70T74","T","P","10"
"2024-W52","CH06","Y70T74","M","P","2"
"2024-W52","CH06","Y70T74","F","P","8"
"2024-W52","CH06","Y75T79","T","P","19"
"2024-W52","CH06","Y75T79","M","P","15"
"2024-W52","CH06","Y75T79","F","P","4"
"2024-W52","CH06","Y80T84","T","P","24"
"2024-W52","CH06","Y80T84","M","P","16"
"2024-W52","CH06","Y80T84","F","P","8"
"2024-W52","CH06","Y85T89","T","P","27"
"2024-W52","CH06","Y85T89","M","P","10"
"2024-W52","CH06","Y85T89","F","P","17"
"2024-W52","CH06","Y_GE90","T","P","37"
"2024-W52","CH06","Y_GE90","M","P","14"
"2024-W52","CH06","Y_GE90","F","P","23"
"2024-W52","CH07","_T","T","P","59"
"2024-W52","CH07","_T","M","P","23"
"2024-W52","CH07","_T","F","P","36"
"2024-W52","CH07","Y0T4","T","P","0"
"2024-W52","CH07","Y0T4","M","P","0"
"2024-W52","CH07","Y0T4","F","P","0"
"2024-W52","CH07","Y5T9","T","P","0"
"2024-W52","CH07","Y5T9","M","P","0"
"2024-W52","CH07","Y5T9","F","P","0"
"2024-W52","CH07","Y10T14","T","P","0"
"2024-W52","CH07","Y10T14","M","P","0"
"2024-W52","CH07","Y10T14","F","P","0"
"2024-W52","CH07","Y15T19","T","P","0"
"2024-W52","CH07","Y15T19","M","P","0"
"2024-W52","CH07","Y15T19","F","P","0"
"2024-W52","CH07","Y20T24","T","P","0"
"2024-W52","CH07","Y20T24","M","P","0"
"2024-W52","CH07","Y20T24","F","P","0"
"2024-W52","CH07","Y25T29","T","P","0"
"2024-W52","CH07","Y25T29","M","P","0"
"2024-W52","CH07","Y25T29","F","P","0"
"2024-W52","CH07","Y30T34","T","P","0"
"2024-W52","CH07","Y30T34","M","P","0"
"2024-W52","CH07","Y30T34","F","P","0"
"2024-W52","CH07","Y35T39","T","P","0"
"2024-W52","CH07","Y35T39","M","P","0"
"2024-W52","CH07","Y35T39","F","P","0"
"2024-W52","CH07","Y40T44","T","P","0"
"2024-W52","CH07","Y40T44","M","P","0"
"2024-W52","CH07","Y40T44","F","P","0"
"2024-W52","CH07","Y45T49","T","P","0"
"2024-W52","CH07","Y45T49","M","P","0"
"2024-W52","CH07","Y45T49","F","P","0"
"2024-W52","CH07","Y50T54","T","P","0"
"2024-W52","CH07","Y50T54","M","P","0"
"2024-W52","CH07","Y50T54","F","P","0"
"2024-W52","CH07","Y55T59","T","P","2"
"2024-W52","CH07","Y55T59","M","P","1"
"2024-W52","CH07","Y55T59","F","P","1"
"2024-W52","CH07","Y60T64","T","P","4"
"2024-W52","CH07","Y60T64","M","P","4"
"2024-W52","CH07","Y60T64","F","P","0"
"2024-W52","CH07","Y65T69","T","P","2"
"2024-W52","CH07","Y65T69","M","P","1"
"2024-W52","CH07","Y65T69","F","P","1"
"2024-W52","CH07","Y70T74","T","P","5"
"2024-W52","CH07","Y70T74","M","P","4"
"2024-W52","CH07","Y70T74","F","P","1"
"2024-W52","CH07","Y75T79","T","P","8"
"2024-W52","CH07","Y75T79","M","P","4"
"2024-W52","CH07","Y75T79","F","P","4"
"2024-W52","CH07","Y80T84","T","P","12"
"2024-W52","CH07","Y80T84","M","P","4"
"2024-W52","CH07","Y80T84","F","P","8"
"2024-W52","CH07","Y85T89","T","P","15"
"2024-W52","CH07","Y85T89","M","P","2"
"2024-W52","CH07","Y85T89","F","P","13"
"2024-W52","CH07","Y_GE90","T","P","11"
"2024-W52","CH07","Y_GE90","M","P","3"
"2024-W52","CH07","Y_GE90","F","P","8"
"2025-W01","CH","_T","T","P","1441"
"2025-W01","CH","_T","M","P","693"
"2025-W01","CH","_T","F","P","748"
"2025-W01","CH","Y0T4","T","P","5"
"2025-W01","CH","Y0T4","M","P","3"
"2025-W01","CH","Y0T4","F","P","2"
"2025-W01","CH","Y5T9","T","P","0"
"2025-W01","CH","Y5T9","M","P","0"
"2025-W01","CH","Y5T9","F","P","0"
"2025-W01","CH","Y10T14","T","P","1"
"2025-W01","CH","Y10T14","M","P","1"
"2025-W01","CH","Y10T14","F","P","0"
"2025-W01","CH","Y15T19","T","P","2"
"2025-W01","CH","Y15T19","M","P","0"
"2025-W01","CH","Y15T19","F","P","2"
"2025-W01","CH","Y20T24","T","P","4"
"2025-W01","CH","Y20T24","M","P","4"
"2025-W01","CH","Y20T24","F","P","0"
"2025-W01","CH","Y25T29","T","P","4"
"2025-W01","CH","Y25T29","M","P","3"
"2025-W01","CH","Y25T29","F","P","1"
"2025-W01","CH","Y30T34","T","P","2"
"2025-W01","CH","Y30T34","M","P","1"
"2025-W01","CH","Y30T34","F","P","1"
"2025-W01","CH","Y35T39","T","P","5"
"2025-W01","CH","Y35T39","M","P","3"
"2025-W01","CH","Y35T39","F","P","2"
"2025-W01","CH","Y40T44","T","P","6"
"2025-W01","CH","Y40T44","M","P","5"
"2025-W01","CH","Y40T44","F","P","1"
"2025-W01","CH","Y45T49","T","P","13"
"2025-W01","CH","Y45T49","M","P","8"
"2025-W01","CH","Y45T49","F","P","5"
"2025-W01","CH","Y50T54","T","P","12"
"2025-W01","CH","Y50T54","M","P","7"
"2025-W01","CH","Y50T54","F","P","5"
"2025-W01","CH","Y55T59","T","P","39"
"2025-W01","CH","Y55T59","M","P","23"
"2025-W01","CH","Y55T59","F","P","16"
"2025-W01","CH","Y60T64","T","P","47"
"2025-W01","CH","Y60T64","M","P","31"
"2025-W01","CH","Y60T64","F","P","16"
"2025-W01","CH","Y65T69","T","P","75"
"2025-W01","CH","Y65T69","M","P","48"
"2025-W01","CH","Y65T69","F","P","27"
"2025-W01","CH","Y70T74","T","P","91"
"2025-W01","CH","Y70T74","M","P","60"
"2025-W01","CH","Y70T74","F","P","31"
"2025-W01","CH","Y75T79","T","P","153"
"2025-W01","CH","Y75T79","M","P","88"
"2025-W01","CH","Y75T79","F","P","65"
"2025-W01","CH","Y80T84","T","P","224"
"2025-W01","CH","Y80T84","M","P","117"
"2025-W01","CH","Y80T84","F","P","107"
"2025-W01","CH","Y85T89","T","P","269"
"2025-W01","CH","Y85T89","M","P","122"
"2025-W01","CH","Y85T89","F","P","147"
"2025-W01","CH","Y_GE90","T","P","489"
"2025-W01","CH","Y_GE90","M","P","169"
"2025-W01","CH","Y_GE90","F","P","320"
"2025-W01","CH01","_T","T","P","275"
"2025-W01","CH01","_T","M","P","122"
"2025-W01","CH01","_T","F","P","153"
"2025-W01","CH01","Y0T4","T","P","1"
"2025-W01","CH01","Y0T4","M","P","0"
"2025-W01","CH01","Y0T4","F","P","1"
"2025-W01","CH01","Y5T9","T","P","0"
"2025-W01","CH01","Y5T9","M","P","0"
"2025-W01","CH01","Y5T9","F","P","0"
"2025-W01","CH01","Y10T14","T","P","0"
"2025-W01","CH01","Y10T14","M","P","0"
"2025-W01","CH01","Y10T14","F","P","0"
"2025-W01","CH01","Y15T19","T","P","0"
"2025-W01","CH01","Y15T19","M","P","0"
"2025-W01","CH01","Y15T19","F","P","0"
"2025-W01","CH01","Y20T24","T","P","1"
"2025-W01","CH01","Y20T24","M","P","1"
"2025-W01","CH01","Y20T24","F","P","0"
"2025-W01","CH01","Y25T29","T","P","2"
"2025-W01","CH01","Y25T29","M","P","2"
"2025-W01","CH01","Y25T29","F","P","0"
"2025-W01","CH01","Y30T34","T","P","0"
"2025-W01","CH01","Y30T34","M","P","0"
"2025-W01","CH01","Y30T34","F","P","0"
"2025-W01","CH01","Y35T39","T","P","1"
"2025-W01","CH01","Y35T39","M","P","0"
"2025-W01","CH01","Y35T39","F","P","1"
"2025-W01","CH01","Y40T44","T","P","1"
"2025-W01","CH01","Y40T44","M","P","0"
"2025-W01","CH01","Y40T44","F","P","1"
"2025-W01","CH01","Y45T49","T","P","4"
"2025-W01","CH01","Y45T49","M","P","3"
"2025-W01","CH01","Y45T49","F","P","1"
"2025-W01","CH01","Y50T54","T","P","5"
"2025-W01","CH01","Y50T54","M","P","2"
"2025-W01","CH01","Y50T54","F","P","3"
"2025-W01","CH01","Y55T59","T","P","7"
"2025-W01","CH01","Y55T59","M","P","6"
"2025-W01","CH01","Y55T59","F","P","1"
"2025-W01","CH01","Y60T64","T","P","8"
"2025-W01","CH01","Y60T64","M","P","5"
"2025-W01","CH01","Y60T64","F","P","3"
"2025-W01","CH01","Y65T69","T","P","20"
"2025-W01","CH01","Y65T69","M","P","12"
"2025-W01","CH01","Y65T69","F","P","8"
"2025-W01","CH01","Y70T74","T","P","11"
"2025-W01","CH01","Y70T74","M","P","3"
"2025-W01","CH01","Y70T74","F","P","8"
"2025-W01","CH01","Y75T79","T","P","25"
"2025-W01","CH01","Y75T79","M","P","18"
"2025-W01","CH01","Y75T79","F","P","7"
"2025-W01","CH01","Y80T84","T","P","37"
"2025-W01","CH01","Y80T84","M","P","18"
"2025-W01","CH01","Y80T84","F","P","19"
"2025-W01","CH01","Y85T89","T","P","48"
"2025-W01","CH01","Y85T89","M","P","19"
"2025-W01","CH01","Y85T89","F","P","29"
"2025-W01","CH01","Y_GE90","T","P","104"
"2025-W01","CH01","Y_GE90","M","P","33"
"2025-W01","CH01","Y_GE90","F","P","71"
"2025-W01","CH02","_T","T","P","348"
"2025-W01","CH02","_T","M","P","173"
"2025-W01","CH02","_T","F","P","175"
"2025-W01","CH02","Y0T4","T","P","1"
"2025-W01","CH02","Y0T4","M","P","1"
"2025-W01","CH02","Y0T4","F","P","0"
"2025-W01","CH02","Y5T9","T","P","0"
"2025-W01","CH02","Y5T9","M","P","0"
"2025-W01","CH02","Y5T9","F","P","0"
"2025-W01","CH02","Y10T14","T","P","0"
"2025-W01","CH02","Y10T14","M","P","0"
"2025-W01","CH02","Y10T14","F","P","0"
"2025-W01","CH02","Y15T19","T","P","1"
"2025-W01","CH02","Y15T19","M","P","0"
"2025-W01","CH02","Y15T19","F","P","1"
"2025-W01","CH02","Y20T24","T","P","1"
"2025-W01","CH02","Y20T24","M","P","1"
"2025-W01","CH02","Y20T24","F","P","0"
"2025-W01","CH02","Y25T29","T","P","2"
"2025-W01","CH02","Y25T29","M","P","1"
"2025-W01","CH02","Y25T29","F","P","1"
"2025-W01","CH02","Y30T34","T","P","0"
"2025-W01","CH02","Y30T34","M","P","0"
"2025-W01","CH02","Y30T34","F","P","0"
"2025-W01","CH02","Y35T39","T","P","2"
"2025-W01","CH02","Y35T39","M","P","1"
"2025-W01","CH02","Y35T39","F","P","1"
"2025-W01","CH02","Y40T44","T","P","1"
"2025-W01","CH02","Y40T44","M","P","1"
"2025-W01","CH02","Y40T44","F","P","0"
"2025-W01","CH02","Y45T49","T","P","1"
"2025-W01","CH02","Y45T49","M","P","1"
"2025-W01","CH02","Y45T49","F","P","0"
"2025-W01","CH02","Y50T54","T","P","1"
"2025-W01","CH02","Y50T54","M","P","1"
"2025-W01","CH02","Y50T54","F","P","0"
"2025-W01","CH02","Y55T59","T","P","11"
"2025-W01","CH02","Y55T59","M","P","6"
"2025-W01","CH02","Y55T59","F","P","5"
"2025-W01","CH02","Y60T64","T","P","12"
"2025-W01","CH02","Y60T64","M","P","9"
"2025-W01","CH02","Y60T64","F","P","3"
"2025-W01","CH02","Y65T69","T","P","10"
"2025-W01","CH02","Y65T69","M","P","5"
"2025-W01","CH02","Y65T69","F","P","5"
"2025-W01","CH02","Y70T74","T","P","30"
"2025-W01","CH02","Y70T74","M","P","19"
"2025-W01","CH02","Y70T74","F","P","11"
"2025-W01","CH02","Y75T79","T","P","46"
"2025-W01","CH02","Y75T79","M","P","30"
"2025-W01","CH02","Y75T79","F","P","16"
"2025-W01","CH02","Y80T84","T","P","56"
"2025-W01","CH02","Y80T84","M","P","30"
"2025-W01","CH02","Y80T84","F","P","26"
"2025-W01","CH02","Y85T89","T","P","62"
"2025-W01","CH02","Y85T89","M","P","26"
"2025-W01","CH02","Y85T89","F","P","36"
"2025-W01","CH02","Y_GE90","T","P","111"
"2025-W01","CH02","Y_GE90","M","P","41"
"2025-W01","CH02","Y_GE90","F","P","70"
"2025-W01","CH03","_T","T","P","193"
"2025-W01","CH03","_T","M","P","84"
"2025-W01","CH03","_T","F","P","109"
"2025-W01","CH03","Y0T4","T","P","0"
"2025-W01","CH03","Y0T4","M","P","0"
"2025-W01","CH03","Y0T4","F","P","0"
"2025-W01","CH03","Y5T9","T","P","0"
"2025-W01","CH03","Y5T9","M","P","0"
"2025-W01","CH03","Y5T9","F","P","0"
"2025-W01","CH03","Y10T14","T","P","0"
"2025-W01","CH03","Y10T14","M","P","0"
"2025-W01","CH03","Y10T14","F","P","0"
"2025-W01","CH03","Y15T19","T","P","1"
"2025-W01","CH03","Y15T19","M","P","0"
"2025-W01","CH03","Y15T19","F","P","1"
"2025-W01","CH03","Y20T24","T","P","0"
"2025-W01","CH03","Y20T24","M","P","0"
"2025-W01","CH03","Y20T24","F","P","0"
"2025-W01","CH03","Y25T29","T","P","0"
"2025-W01","CH03","Y25T29","M","P","0"
"2025-W01","CH03","Y25T29","F","P","0"
"2025-W01","CH03","Y30T34","T","P","0"
"2025-W01","CH03","Y30T34","M","P","0"
"2025-W01","CH03","Y30T34","F","P","0"
"2025-W01","CH03","Y35T39","T","P","0"
"2025-W01","CH03","Y35T39","M","P","0"
"2025-W01","CH03","Y35T39","F","P","0"
"2025-W01","CH03","Y40T44","T","P","2"
"2025-W01","CH03","Y40T44","M","P","2"
"2025-W01","CH03","Y40T44","F","P","0"
"2025-W01","CH03","Y45T49","T","P","3"
"2025-W01","CH03","Y45T49","M","P","2"
"2025-W01","CH03","Y45T49","F","P","1"
"2025-W01","CH03","Y50T54","T","P","2"
"2025-W01","CH03","Y50T54","M","P","2"
"2025-W01","CH03","Y50T54","F","P","0"
"2025-W01","CH03","Y55T59","T","P","6"
"2025-W01","CH03","Y55T59","M","P","1"
"2025-W01","CH03","Y55T59","F","P","5"
"2025-W01","CH03","Y60T64","T","P","7"
"2025-W01","CH03","Y60T64","M","P","5"
"2025-W01","CH03","Y60T64","F","P","2"
"2025-W01","CH03","Y65T69","T","P","8"
"2025-W01","CH03","Y65T69","M","P","6"
"2025-W01","CH03","Y65T69","F","P","2"
"2025-W01","CH03","Y70T74","T","P","9"
"2025-W01","CH03","Y70T74","M","P","7"
"2025-W01","CH03","Y70T74","F","P","2"
"2025-W01","CH03","Y75T79","T","P","19"
"2025-W01","CH03","Y75T79","M","P","12"
"2025-W01","CH03","Y75T79","F","P","7"
"2025-W01","CH03","Y80T84","T","P","40"
"2025-W01","CH03","Y80T84","M","P","19"
"2025-W01","CH03","Y80T84","F","P","21"
"2025-W01","CH03","Y85T89","T","P","34"
"2025-W01","CH03","Y85T89","M","P","14"
"2025-W01","CH03","Y85T89","F","P","20"
"2025-W01","CH03","Y_GE90","T","P","62"
"2025-W01","CH03","Y_GE90","M","P","14"
"2025-W01","CH03","Y_GE90","F","P","48"
"2025-W01","CH04","_T","T","P","254"
"2025-W01","CH04","_T","M","P","126"
"2025-W01","CH04","_T","F","P","128"
"2025-W01","CH04","Y0T4","T","P","1"
"2025-W01","CH04","Y0T4","M","P","0"
"2025-W01","CH04","Y0T4","F","P","1"
"2025-W01","CH04","Y5T9","T","P","0"
"2025-W01","CH04","Y5T9","M","P","0"
"2025-W01","CH04","Y5T9","F","P","0"
"2025-W01","CH04","Y10T14","T","P","0"
"2025-W01","CH04","Y10T14","M","P","0"
"2025-W01","CH04","Y10T14","F","P","0"
"2025-W01","CH04","Y15T19","T","P","0"
"2025-W01","CH04","Y15T19","M","P","0"
"2025-W01","CH04","Y15T19","F","P","0"
"2025-W01","CH04","Y20T24","T","P","1"
"2025-W01","CH04","Y20T24","M","P","1"
"2025-W01","CH04","Y20T24","F","P","0"
"2025-W01","CH04","Y25T29","T","P","0"
"2025-W01","CH04","Y25T29","M","P","0"
"2025-W01","CH04","Y25T29","F","P","0"
"2025-W01","CH04","Y30T34","T","P","0"
"2025-W01","CH04","Y30T34","M","P","0"
"2025-W01","CH04","Y30T34","F","P","0"
"2025-W01","CH04","Y35T39","T","P","0"
"2025-W01","CH04","Y35T39","M","P","0"
"2025-W01","CH04","Y35T39","F","P","0"
"2025-W01","CH04","Y40T44","T","P","2"
"2025-W01","CH04","Y40T44","M","P","2"
"2025-W01","CH04","Y40T44","F","P","0"
"2025-W01","CH04","Y45T49","T","P","3"
"2025-W01","CH04","Y45T49","M","P","1"
"2025-W01","CH04","Y45T49","F","P","2"
"2025-W01","CH04","Y50T54","T","P","3"
"2025-W01","CH04","Y50T54","M","P","2"
"2025-W01","CH04","Y50T54","F","P","1"
"2025-W01","CH04","Y55T59","T","P","8"
"2025-W01","CH04","Y55T59","M","P","3"
"2025-W01","CH04","Y55T59","F","P","5"
"2025-W01","CH04","Y60T64","T","P","9"
"2025-W01","CH04","Y60T64","M","P","6"
"2025-W01","CH04","Y60T64","F","P","3"
"2025-W01","CH04","Y65T69","T","P","9"
"2025-W01","CH04","Y65T69","M","P","6"
"2025-W01","CH04","Y65T69","F","P","3"
"2025-W01","CH04","Y70T74","T","P","14"
"2025-W01","CH04","Y70T74","M","P","10"
"2025-W01","CH04","Y70T74","F","P","4"
"2025-W01","CH04","Y75T79","T","P","27"
"2025-W01","CH04","Y75T79","M","P","13"
"2025-W01","CH04","Y75T79","F","P","14"
"2025-W01","CH04","Y80T84","T","P","39"
"2025-W01","CH04","Y80T84","M","P","18"
"2025-W01","CH04","Y80T84","F","P","21"
"2025-W01","CH04","Y85T89","T","P","48"
"2025-W01","CH04","Y85T89","M","P","27"
"2025-W01","CH04","Y85T89","F","P","21"
"2025-W01","CH04","Y_GE90","T","P","90"
"2025-W01","CH04","Y_GE90","M","P","37"
"2025-W01","CH04","Y_GE90","F","P","53"
"2025-W01","CH05","_T","T","P","210"
"2025-W01","CH05","_T","M","P","112"
"2025-W01","CH05","_T","F","P","98"
"2025-W01","CH05","Y0T4","T","P","1"
"2025-W01","CH05","Y0T4","M","P","1"
"2025-W01","CH05","Y0T4","F","P","0"
"2025-W01","CH05","Y5T9","T","P","0"
"2025-W01","CH05","Y5T9","M","P","0"
"2025-W01","CH05","Y5T9","F","P","0"
"2025-W01","CH05","Y10T14","T","P","1"
"2025-W01","CH05","Y10T14","M","P","1"
"2025-W01","CH05","Y10T14","F","P","0"
"2025-W01","CH05","Y15T19","T","P","0"
"2025-W01","CH05","Y15T19","M","P","0"
"2025-W01","CH05","Y15T19","F","P","0"
"2025-W01","CH05","Y20T24","T","P","1"
"2025-W01","CH05","Y20T24","M","P","1"
"2025-W01","CH05","Y20T24","F","P","0"
"2025-W01","CH05","Y25T29","T","P","0"
"2025-W01","CH05","Y25T29","M","P","0"
"2025-W01","CH05","Y25T29","F","P","0"
"2025-W01","CH05","Y30T34","T","P","2"
"2025-W01","CH05","Y30T34","M","P","1"
"2025-W01","CH05","Y30T34","F","P","1"
"2025-W01","CH05","Y35T39","T","P","2"
"2025-W01","CH05","Y35T39","M","P","2"
"2025-W01","CH05","Y35T39","F","P","0"
"2025-W01","CH05","Y40T44","T","P","0"
"2025-W01","CH05","Y40T44","M","P","0"
"2025-W01","CH05","Y40T44","F","P","0"
"2025-W01","CH05","Y45T49","T","P","1"
"2025-W01","CH05","Y45T49","M","P","1"
"2025-W01","CH05","Y45T49","F","P","0"
"2025-W01","CH05","Y50T54","T","P","1"
"2025-W01","CH05","Y50T54","M","P","0"
"2025-W01","CH05","Y50T54","F","P","1"
"2025-W01","CH05","Y55T59","T","P","4"
"2025-W01","CH05","Y55T59","M","P","4"
"2025-W01","CH05","Y55T59","F","P","0"
"2025-W01","CH05","Y60T64","T","P","7"
"2025-W01","CH05","Y60T64","M","P","4"
"2025-W01","CH05","Y60T64","F","P","3"
"2025-W01","CH05","Y65T69","T","P","20"
"2025-W01","CH05","Y65T69","M","P","14"
"2025-W01","CH05","Y65T69","F","P","6"
"2025-W01","CH05","Y70T74","T","P","15"
"2025-W01","CH05","Y70T74","M","P","12"
"2025-W01","CH05","Y70T74","F","P","3"
"2025-W01","CH05","Y75T79","T","P","20"
"2025-W01","CH05","Y75T79","M","P","9"
"2025-W01","CH05","Y75T79","F","P","11"
"2025-W01","CH05","Y80T84","T","P","25"
"2025-W01","CH05","Y80T84","M","P","16"
"2025-W01","CH05","Y80T84","F","P","9"
"2025-W01","CH05","Y85T89","T","P","48"
"2025-W01","CH05","Y85T89","M","P","25"
"2025-W01","CH05","Y85T89","F","P","23"
"2025-W01","CH05","Y_GE90","T","P","62"
"2025-W01","CH05","Y_GE90","M","P","21"
"2025-W01","CH05","Y_GE90","F","P","41"
"2025-W01","CH06","_T","T","P","121"
"2025-W01","CH06","_T","M","P","56"
"2025-W01","CH06","_T","F","P","65"
"2025-W01","CH06","Y0T4","T","P","1"
"2025-W01","CH06","Y0T4","M","P","1"
"2025-W01","CH06","Y0T4","F","P","0"
"2025-W01","CH06","Y5T9","T","P","0"
"2025-W01","CH06","Y5T9","M","P","0"
"2025-W01","CH06","Y5T9","F","P","0"
"2025-W01","CH06","Y10T14","T","P","0"
"2025-W01","CH06","Y10T14","M","P","0"
"2025-W01","CH06","Y10T14","F","P","0"
"2025-W01","CH06","Y15T19","T","P","0"
"2025-W01","CH06","Y15T19","M","P","0"
"2025-W01","CH06","Y15T19","F","P","0"
"2025-W01","CH06","Y20T24","T","P","0"
"2025-W01","CH06","Y20T24","M","P","0"
"2025-W01","CH06","Y20T24","F","P","0"
"2025-W01","CH06","Y25T29","T","P","0"
"2025-W01","CH06","Y25T29","M","P","0"
"2025-W01","CH06","Y25T29","F","P","0"
"2025-W01","CH06","Y30T34","T","P","0"
"2025-W01","CH06","Y30T34","M","P","0"
"2025-W01","CH06","Y30T34","F","P","0"
"2025-W01","CH06","Y35T39","T","P","0"
"2025-W01","CH06","Y35T39","M","P","0"
"2025-W01","CH06","Y35T39","F","P","0"
"2025-W01","CH06","Y40T44","T","P","0"
"2025-W01","CH06","Y40T44","M","P","0"
"2025-W01","CH06","Y40T44","F","P","0"
"2025-W01","CH06","Y45T49","T","P","1"
"2025-W01","CH06","Y45T49","M","P","0"
"2025-W01","CH06","Y45T49","F","P","1"
"2025-W01","CH06","Y50T54","T","P","0"
"2025-W01","CH06","Y50T54","M","P","0"
"2025-W01","CH06","Y50T54","F","P","0"
"2025-W01","CH06","Y55T59","T","P","2"
"2025-W01","CH06","Y55T59","M","P","2"
"2025-W01","CH06","Y55T59","F","P","0"
"2025-W01","CH06","Y60T64","T","P","2"
"2025-W01","CH06","Y60T64","M","P","1"
"2025-W01","CH06","Y60T64","F","P","1"
"2025-W01","CH06","Y65T69","T","P","8"
"2025-W01","CH06","Y65T69","M","P","5"
"2025-W01","CH06","Y65T69","F","P","3"
"2025-W01","CH06","Y70T74","T","P","9"
"2025-W01","CH06","Y70T74","M","P","6"
"2025-W01","CH06","Y70T74","F","P","3"
"2025-W01","CH06","Y75T79","T","P","12"
"2025-W01","CH06","Y75T79","M","P","4"
"2025-W01","CH06","Y75T79","F","P","8"
"2025-W01","CH06","Y80T84","T","P","21"
"2025-W01","CH06","Y80T84","M","P","13"
"2025-W01","CH06","Y80T84","F","P","8"
"2025-W01","CH06","Y85T89","T","P","20"
"2025-W01","CH06","Y85T89","M","P","6"
"2025-W01","CH06","Y85T89","F","P","14"
"2025-W01","CH06","Y_GE90","T","P","45"
"2025-W01","CH06","Y_GE90","M","P","18"
"2025-W01","CH06","Y_GE90","F","P","27"
"2025-W01","CH07","_T","T","P","40"
"2025-W01","CH07","_T","M","P","20"
"2025-W01","CH07","_T","F","P","20"
"2025-W01","CH07","Y0T4","T","P","0"
"2025-W01","CH07","Y0T4","M","P","0"
"2025-W01","CH07","Y0T4","F","P","0"
"2025-W01","CH07","Y5T9","T","P","0"
"2025-W01","CH07","Y5T9","M","P","0"
"2025-W01","CH07","Y5T9","F","P","0"
"2025-W01","CH07","Y10T14","T","P","0"
"2025-W01","CH07","Y10T14","M","P","0"
"2025-W01","CH07","Y10T14","F","P","0"
"2025-W01","CH07","Y15T19","T","P","0"
"2025-W01","CH07","Y15T19","M","P","0"
"2025-W01","CH07","Y15T19","F","P","0"
"2025-W01","CH07","Y20T24","T","P","0"
"2025-W01","CH07","Y20T24","M","P","0"
"2025-W01","CH07","Y20T24","F","P","0"
"2025-W01","CH07","Y25T29","T","P","0"
"2025-W01","CH07","Y25T29","M","P","0"
"2025-W01","CH07","Y25T29","F","P","0"
"2025-W01","CH07","Y30T34","T","P","0"
"2025-W01","CH07","Y30T34","M","P","0"
"2025-W01","CH07","Y30T34","F","P","0"
"2025-W01","CH07","Y35T39","T","P","0"
"2025-W01","CH07","Y35T39","M","P","0"
"2025-W01","CH07","Y35T39","F","P","0"
"2025-W01","CH07","Y40T44","T","P","0"
"2025-W01","CH07","Y40T44","M","P","0"
